Grapheme	IPA	SCA	TYPES	FREQUENCY	CODEPOINTS	EXAMPLES	LANGUAGES
ì	ì/i	I	Vowel	3462	U+00EC	"gʷukánkì,kwùcì,ɗìc"	Angas,Ankwe,Bacama,Bade,Banana,Bankala,Boka,Bolewa,Buli,Bura,Burma,Cibak,Cip,Daba,Dera,Dira,Dwot,Faligili,Falijilbu,Falikiria,Falimucella,Faliwagira,Gaanda,Gabin,Gava,Geji,Gera,Glvda,Gude,Gudu,Hausa,Higibaza,Higifutu,Higighye,Higikamale,Higinkafa,Hildi,Hwona,Jaku,Jari,Karekare,Kilba,Lame,Lamepeve,Mandara,Margi,Matakam,Mismezime,Miya,Mwulyen,Nakatsa,Ngamo,Ngizim,Ngwaxi,Njanye,Pero,Piimdi,Plci,Seya,Sura,Tangale,Wamdiu,Westmargi,Yingilum,Zvana
í	í/i	I	Vowel	642	U+00ED	"ífřì,ùlèí,čεřší nàtsə́rši"	Bacama,Bade,Falijilbu,Gudu,Hildi,Kilba,Lame,Lamepeve,Margi,Matakam,Mwulyen,Piimdi,Yingilum
î	î/i	I	Vowel	240	U+00EE	"nə̀mdə fìtî,ŋgùtàn gîŋ,ǹjὲtî"	Ankwe,Bade,Banana,Boka,Bolewa,Buli,Bura,Cibak,Dera,Dira,Dwot,Falijilbu,Falikiria,Falimucella,Faliwagira,Gaanda,Gabin,Geji,Gera,Gude,Gudu,Higifutu,Hildi,Jaku,Karekare,Kilba,Lame,Miya,Mwulyen,Nakatsa,Ngamo,Ngizim,Ngwaxi,Pero,Plci,Seya,Sura,Tangale,Yingilum
ï	ɨ	I	Vowel	1	U+00EF	"nàtísùkïší na kɔúkwákuši"	Lame
ð	ð	D	Consonant	570	U+00F0	"baði,kum nya ḿðà,ðə̀ra"	Bacama,Bade,Banana,Bananamouseye,Boka,Bura,Cibak,Daba,Dira,Dwot,Faligili,Falijilbu,Falikiria,Falimucella,Faliwagira,Gava,Geji,Glvda,Gude,Higibaza,Higifutu,Higighye,Higikamale,Higinkafa,Hildi,Karekare,Kilba,Lame,Lamepeve,Mandara,Margi,Massa,Matakam,Miya,Ngizim,Ngwaxi,Pero,Piimdi,Plci,Seya,Wamdiu,Westmargi,Zvana
ñ	ɲ	N	Consonant	28	U+00F1	"mέdífà kùmìñí,válàñí,yaɗañ"	Jaku,Kilba,Yingilum
ò	ò/o	U	Vowel	1527	U+00F2	"kambanò,mò,pòmīskátá"	Angas,Ankwe,Bacama,Bade,Banana,Bankala,Boka,Bolewa,Buli,Burma,Cibak,Cip,Daba,Dera,Dira,Dwot,Faligili,Falijilbu,Falikiria,Falimucella,Faliwagira,Gaanda,Gabin,Gava,Geji,Gera,Glvda,Gude,Gudu,Higibaza,Higifutu,Higikamale,Hwona,Jaku,Jari,Karekare,Kilba,Lame,Mandara,Margi,Matakam,Mismezime,Miya,Mwulyen,Nakatsa,Ngamo,Ngizim,Ngwaxi,Njanye,Pero,Piimdi,Plci,Seya,Sura,Tangale,Wamdiu,Westmargi,Yingilum,Zvana
ó	ó/o	U	Vowel	250	U+00F3	"dókwǎa,gbórə́m,yóùvó"	Bade,Gudu,Kilba,Lame,Lamepeve,Matakam,Mismezime,Mwulyen,Yingilum
ô	ô/o	U	Vowel	136	U+00F4	"kwô,sôy,tôŋ"	Ankwe,Bacama,Bade,Boka,Bolewa,Buli,Cip,Dera,Dwot,Gaanda,Geji,Gera,Gudu,Higibaza,Karekare,Kilba,Lame,Mandara,Matakam,Mismezime,Miya,Mwulyen,Ngamo,Ngizim,Pero,Plci,Sura,Tangale,Yingilum
õ	õ	U	Vowel	9	U+00F5	"kwõwì,ma bi buwõ,zoŋõ"	Geji,Jaku,Lamepeve,Yingilum
ö	ø	U	Vowel	2	U+00F6	"govörùtɔ,vödùtɔ"	Bacama
ù	ù/u	Y	Vowel	5437	U+00F9	"ti ðù,tùfəy,wùɗa ko wùɗa làva"	Angas,Ankwe,Bacama,Bade,Banana,Bankala,Boka,Bolewa,Buli,Bura,Burma,Cibak,Cip,Daba,Dera,Dira,Dwot,Faligili,Falijilbu,Falikiria,Falimucella,Faliwagira,Gaanda,Gabin,Gava,Geji,Gera,Glvda,Gude,Gudu,Hausa,Higibaza,Higifutu,Higighye,Higikamale,Higinkafa,Hildi,Hwona,Jaku,Jari,Karekare,Kilba,Lame,Mandara,Margi,Matakam,Mismezime,Miya,Mwulyen,Nakatsa,Ngamo,Ngizim,Ngwaxi,Njanye,Pero,Piimdi,Plci,Seya,Sura,Tangale,Wamdiu,Westmargi,Yingilum,Zvana
ú	ú/u	Y	Vowel	591	U+00FA	"húbà,máhúnàː,ǹzúmtígí"	Bade,Bura,Falimucella,Gaanda,Glvda,Gudu,Higifutu,Hildi,Kilba,Lame,Lamepeve,Mwulyen,Sura,Westmargi,Yingilum
û	û/u	Y	Vowel	143	U+00FB	"kàr̃gûn,wùrwûru,ûu"	Ankwe,Bacama,Bade,Banana,Bankala,Boka,Buli,Bura,Burma,Cibak,Cip,Daba,Dera,Dwot,Faligili,Falijilbu,Falikiria,Falimucella,Faliwagira,Gaanda,Gabin,Geji,Gera,Gude,Gudu,Hausa,Higibaza,Higinkafa,Hwona,Karekare,Kilba,Lame,Mandara,Margi,Miya,Ngamo,Ngizim,Ngwaxi,Pero,Plci,Seya,Sura,Tangale,Westmargi,Yingilum
ü	y	Y	Vowel	25	U+00FC	"hanútsü,píːtsü,ŋgi̵rœ́dü"	Bacama,Dera,Gudu,Kilba,Lame,Ngwaxi
ý	ý/j	J	Consonant	7	U+00FD	"àhýaʔátǜ,ŋgέski̵leýn,ɗýuʔ ɗìwí"	Gudu,Kilba,Lame,Mwulyen,Yingilum
ÿ	ʏ	Y	Vowel	1	U+00FF	"lɩ̀ÿà"	Mandara
ā	ā/a	A	Vowel	525	U+0101	"kāšīšɩ̄mà,yàxurā,zūcìyā"	Angas,Falikiria,Gaanda,Gude,Gudu,Hausa,Higifutu,Hildi,Hwona,Kilba,Lame,Lamepeve,Westmargi,Yingilum
ă	ă/a	A	Vowel	1	U+0103	"kă r̃i"	Higinkafa
č	tʃ	T	Consonant	164	U+010D	"číř,čúmò,čúpkyε̄"	Gaanda,Gudu,Kilba,Lame,Margi,Mwulyen,Nakatsa,Pero,Yingilum
ē	ē/e	E	Vowel	57	U+0113	"céfāɗēo,də̂ŋsùmē,làujē"	Angas,Gudu,Hausa,Hildi,Hwona,Lame,Lamepeve,Yingilum
ě	ě/e	E	Vowel	11	U+011B	"yέšě,šíptě,šěnde"	Cip,Gaanda,Gabin,Gudu,Lame,Yingilum
ĩ	ĩ	I	Vowel	25	U+0129	"fáĩὲ,kĩĩ,ĩỹ̀ã́w̃"	Banana,Falijilbu,Falikiria,Lame,Lamepeve,Margi,Miya,Ngwaxi,Yingilum
ī	ī/i	I	Vowel	194	U+012B	"gī gēl,lōkàcī,yīɗāwa"	Angas,Falikiria,Gude,Gudu,Hausa,Hildi,Hwona,Kilba,Lame,Lamepeve,Westmargi,Yingilum
ń	ń/n	N	Consonant	33	U+0144	"ńcà,ńdi̵dùm mànduki,ńnà"	Bacama,Bura,Cibak,Falijilbu,Glvda,Gude,Hwona,Lame,Margi,Matakam,Mwulyen,Wamdiu,Westmargi,Yingilum,Zvana
ņ	n̩	N	Consonant	1	U+0146	"ņɬanumà"	Gava
ň	ň/n	N	Consonant	1	U+0148	"àřtɩ́ňśi amtɩnší"	Lame
ŋ	ŋ	N	Consonant	2237	U+014B	"a ŋwùr̃aŋwura,dúŋgál,gì̵ski̵ŋ"	Angas,Ankwe,Bacama,Bade,Banana,Bananamouseye,Bankala,Boka,Bolewa,Buli,Bura,Burma,Cibak,Cip,Daba,Dera,Dira,Dwot,Faligili,Falijilbu,Falikiria,Falimucella,Faliwagira,Gaanda,Gabin,Gava,Geji,Gera,Glvda,Gude,Gudu,Higibaza,Higifutu,Higighye,Higikamale,Higinkafa,Hildi,Hwona,Jaku,Jari,Karekare,Kilba,Lame,Lamepeve,Mandara,Margi,Massa,Matakam,Miya,Mwulyen,Nakatsa,Ngamo,Ngizim,Ngwaxi,Njanye,Pero,Piimdi,Plci,Seya,Sura,Tangale,Wamdiu,Westmargi,Yingilum,Zvana
ō	ō/o	U	Vowel	74	U+014D	"gyàmbō,gōnā,sābō"	Angas,Gudu,Hausa,Kilba,Lame,Lamepeve,Pero,Yingilum
œ	œ	U	Vowel	5	U+0153	"moœ,pobœmbi əŋ,túbœz"	Gudu
ŕ	ŕ/r	R	Consonant	1	U+0155	"núr guŕfē bə̀ti̵βà"	Yingilum
ř	ɽ	R	Consonant	308	U+0159	"càvi̵řε,dέř,mə́ř"	Bacama,Bura,Faligili,Falikiria,Gudu,Higibaza,Higifutu,Higighye,Higikamale,Higinkafa,Kilba,Lame,Matakam,Pero,Westmargi,Yingilum
ś	ś/s	S	Consonant	5	U+015B	"àřtɩ́ňśi amtɩnší,ɣàyakśkśà,ɣə̀ykśkśà"	Gava,Glvda,Lame
š	ʃ	S	Consonant	1404	U+0161	"mə́šὲn,šaru,šəm gwe"	Angas,Ankwe,Bacama,Banana,Bankala,Boka,Bolewa,Buli,Bura,Burma,Cibak,Cip,Daba,Dera,Dira,Dwot,Faligili,Falijilbu,Falikiria,Falimucella,Faliwagira,Gaanda,Gabin,Gava,Geji,Gera,Glvda,Gude,Gudu,Higibaza,Higifutu,Higighye,Higikamale,Higinkafa,Hildi,Hwona,Jaku,Jari,Karekare,Kilba,Lame,Mandara,Margi,Matakam,Miya,Mwulyen,Nakatsa,Ngamo,Ngwaxi,Njanye,Pero,Piimdi,Plci,Seya,Sura,Tangale,Wamdiu,Westmargi,Yingilum,Zvana
ũ	ũ	Y	Vowel	55	U+0169	"tì̵lèmwũ,ŋgarũ,ɓwàkũ"	Banana,Bankala,Faligili,Falijilbu,Falikiria,Gude,Gudu,Lame,Miya,Yingilum
ū	ū/u	Y	Vowel	190	U+016B	"ntsʔàɓū,tšíʔūnì,tūàvwá"	Angas,Falikiria,Gude,Gudu,Hausa,Hildi,Hwona,Kilba,Lame,Lamepeve,Westmargi,Yingilum
ž	ʒ	S	Consonant	331	U+017E	"wət žà,žàbura,žυbυr"	Angas,Ankwe,Bacama,Bura,Cip,Daba,Dira,Dwot,Faligili,Falijilbu,Falikiria,Falimucella,Faliwagira,Gava,Geji,Glvda,Gude,Gudu,Higibaza,Higifutu,Higighye,Higikamale,Higinkafa,Hildi,Jaku,Jari,Kilba,Lame,Mandara,Margi,Matakam,Miya,Nakatsa,Ngizim,Pero,Plci,Seya,Sura,Wamdiu,Westmargi,Yingilum,Zvana
ƙ	kʼ	K	Consonant	53	U+0199	"kə̀ƙi,ƙishirwā,ƙudā"	Bade,Bolewa,Dera,Glvda,Hausa
ƚ	lˠ	L	Consonant	1016	U+019A	"zup ƚiyè ròp,ƚti wà gàmba ƚti wà nto,ƚûwe"	Ankwe,Bade,Banana,Boka,Buli,Bura,Burma,Cibak,Daba,Dira,Dwot,Faligili,Falijilbu,Falikiria,Falimucella,Faliwagira,Gaanda,Gabin,Glvda,Gude,Gudu,Higibaza,Higifutu,Higighye,Higikamale,Higinkafa,Hildi,Hwona,Karekare,Kilba,Lame,Mandara,Margi,Matakam,Mismezime,Miya,Nakatsa,Ngizim,Ngwaxi,Piimdi,Plci,Seya,Wamdiu,Westmargi
ǎ	ǎ/a	A	Vowel	68	U+01CE	"dùwǎtù,rwyǎdùː,wǎr"	Bacama,Banana,Boka,Burma,Cip,Falimucella,Faliwagira,Gaanda,Gabin,Glvda,Gude,Gudu,Hwona,Kilba,Lame,Mismezime,Ngizim,Plci,Seya,Sura,Yingilum
ǐ	ǐ/i	I	Vowel	48	U+01D0	"bǐy,mûyǐ,pâmti pâmtì šǐti"	Banana,Bankala,Cip,Dera,Faligili,Falikiria,Falimucella,Gaanda,Gabin,Gera,Gudu,Jaku,Karekare,Kilba,Lame,Mwulyen,Seya,Tangale,Westmargi,Yingilum
ǒ	ǒ/o	U	Vowel	13	U+01D2	"fwǒtà,rǒtí,vǒ"	Banana,Cip,Dera,Higibaza,Jaku,Lame,Plci
ǔ	ǔ/u	Y	Vowel	55	U+01D4	"lǔm bə̀nì ɓabu mòɣɔ,r̃ǔ,yenǔ"	Banana,Boka,Cip,Falikiria,Falimucella,Gude,Gudu,Higibaza,Jaku,Kilba,Lame,Margi,Piimdi,Plci,Yingilum
ǖ	ǖ/y	Y	Vowel	23	U+01D6	"lípǖlà,zǖdέřpúčì,ālǘbtǖ"	Gudu,Kilba
ǘ	ǘ/y	Y	Vowel	58	U+01D8	"àtsǘkāndà,ŋ̀gǘðà,ǜtsǘmə́sâː"	Gudu,Kilba,Lame
ǜ	ǜ/y	Y	Vowel	46	U+01DC	"ábǜs,ālǘmtǜ,āsǘkǜ"	Gudu,Kilba
ǣ	ǣ/æ	E	Vowel	1	U+01E3	"kamyǣɗu"	Hildi
ǧ	ǧ/g	K	Consonant	1	U+01E7	"ǰéǧὲ"	Yingilum
ǰ	dʒ	T	Consonant	120	U+01F0	"dīǰə́m,ǰíhu vuřá,ǰεǹja"	Boka,Bolewa,Gaanda,Gabin,Gudu,Hwona,Kilba,Lame,Mwulyen,Ngwaxi,Njanye,Piimdi,Westmargi,Yingilum
ǹ	ǹ/n	N	Consonant	184	U+01F9	"gùmi̵ nu ǹƚti,ǹgɩ̀là,ǹzàr̃wànì"	Ankwe,Bacama,Bade,Banana,Bankala,Bolewa,Bura,Cibak,Cip,Daba,Dira,Dwot,Faligili,Falijilbu,Falikiria,Falimucella,Gaanda,Gava,Glvda,Gude,Gudu,Higibaza,Higifutu,Higighye,Higikamale,Higinkafa,Jaku,Karekare,Kilba,Lame,Matakam,Mwulyen,Nakatsa,Ngamo,Ngizim,Njanye,Plci,Sura,Wamdiu,Westmargi,Yingilum
ǽ	ǽ/æ	E	Vowel	7	U+01FD	"wyǽdùwyǽdù,ùʔǽtì̵n,ʔỳǽr̃"	Faligili,Gudu,Mwulyen,Yingilum
ǿ	ǿ/ø	U	Vowel	5	U+01FF	"dǿl,hǿl,hǿʔì"	Kilba
ɓ	ɓ	P	Consonant	1253	U+0253	"yoli̵ɓatsà,ɓin,ɓī̵lī̵mu"	Angas,Ankwe,Bacama,Bade,Banana,Bananamouseye,Bankala,Boka,Bolewa,Buli,Bura,Burma,Cibak,Cip,Daba,Dera,Dira,Dwot,Faligili,Falijilbu,Falikiria,Falimucella,Faliwagira,Gaanda,Gabin,Gava,Geji,Gera,Glvda,Gude,Gudu,Hausa,Higibaza,Higifutu,Higighye,Higikamale,Higinkafa,Hildi,Hwona,Jaku,Jari,Karekare,Lame,Lamepeve,Mandara,Margi,Massa,Matakam,Miya,Mwulyen,Nakatsa,Ngamo,Ngizim,Ngwaxi,Njanye,Pero,Piimdi,Plci,Seya,Sura,Tangale,Wamdiu,Westmargi,Yingilum,Zvana
ɔ	ɔ	U	Vowel	567	U+0254	"cɔɣvwὲ,kwɔŋ,žɔŋ"	Ankwe,Bacama,Banana,Bananamouseye,Bankala,Boka,Bolewa,Buli,Bura,Cibak,Cip,Dira,Faligili,Falijilbu,Falikiria,Falimucella,Faliwagira,Gabin,Gude,Gudu,Higibaza,Higifutu,Higighye,Higikamale,Higinkafa,Hildi,Jaku,Jari,Lame,Lamepeve,Mandara,Margi,Massa,Matakam,Ngamo,Ngwaxi,Njanye,Pero,Piimdi,Plci,Wamdiu,Westmargi,Yingilum
ɗ	ɗ	T	Consonant	2520	U+0257	"a ɗɩnkɩtso,pəɗə̀m,ɗìbî"	Angas,Ankwe,Bacama,Bade,Banana,Bananamouseye,Bankala,Boka,Bolewa,Buli,Bura,Burma,Cibak,Cip,Daba,Dera,Dira,Dwot,Faligili,Falijilbu,Falikiria,Falimucella,Faliwagira,Gaanda,Gabin,Gava,Geji,Gera,Glvda,Gude,Gudu,Hausa,Higibaza,Higifutu,Higighye,Higikamale,Higinkafa,Hildi,Hwona,Jaku,Karekare,Lame,Lamepeve,Mandara,Margi,Massa,Matakam,Miya,Mwulyen,Nakatsa,Ngamo,Ngizim,Ngwaxi,Njanye,Pero,Piimdi,Plci,Seya,Sura,Tangale,Wamdiu,Westmargi,Zvana
ə	ə	E	Vowel	3728	U+0259	"jixən,tsɩ̀kər,wəda"	Ankwe,Bacama,Bade,Banana,Bankala,Boka,Bolewa,Buli,Bura,Burma,Cibak,Cip,Daba,Dera,Dira,Dwot,Faligili,Falijilbu,Falikiria,Falimucella,Faliwagira,Gaanda,Gabin,Gava,Geji,Gera,Glvda,Gude,Gudu,Higibaza,Higifutu,Higighye,Higikamale,Higinkafa,Hildi,Hwona,Jaku,Jari,Karekare,Lame,Lamepeve,Mandara,Margi,Matakam,Miya,Nakatsa,Ngamo,Ngizim,Ngwaxi,Njanye,Pero,Piimdi,Plci,Seya,Tangale,Wamdiu,Westmargi,Yingilum,Zvana
ɛ	ɛ	E	Vowel	460	U+025B	"kùm mbwɛy,pɛnbet,tsɩ̀yɛ"	Angas,Ankwe,Bacama,Cip,Faligili,Falijilbu,Falikiria,Falimucella,Faliwagira,Gudu,Higibaza,Higikamale,Hildi,Jaku,Jari,Kilba,Mandara,Mwulyen,Ngwaxi,Wamdiu,Westmargi
ɠ	ɠ	K	Consonant	99	U+0260	"ɠuɠwò,ɠyi,ɠyɛ̂"	Angas,Bade,Faligili,Falijilbu,Faliwagira,Higibaza,Higifutu,Higighye,Higikamale,Higinkafa,Mandara,Margi,Mwulyen
ɣ	ɣ	G	Consonant	989	U+0263	"dūɣūrā,tə̀ɣɩ̀s,xyὲlàtaɣùmu"	Banana,Bankala,Bura,Cibak,Dera,Dwot,Faligili,Falijilbu,Falikiria,Falimucella,Faliwagira,Gava,Glvda,Gude,Higibaza,Higifutu,Higighye,Higikamale,Higinkafa,Hildi,Hwona,Jaku,Kilba,Mandara,Margi,Nakatsa,Ngwaxi,Pero,Plci,Seya,Sura,Tangale,Wamdiu,Westmargi,Zvana
ɦ	ɦ	H	Consonant	6	U+0266	"ɦali̵vàr̃ì,ɦambɩ̀ƚa,ɦàū"	Margi,Yingilum
ɩ	ɪ	I	Vowel	1692	U+0269	"mɩncὲ,xyɩmbɩ̀lì,šɩp wùs"	Angas,Ankwe,Bacama,Banana,Bankala,Boka,Bolewa,Bura,Burma,Cibak,Dira,Faligili,Falijilbu,Falikiria,Falimucella,Faliwagira,Gaanda,Gabin,Geji,Glvda,Gude,Gudu,Higibaza,Higifutu,Higighye,Higikamale,Higinkafa,Hildi,Hwona,Jaku,Jari,Kilba,Lame,Mandara,Margi,Matakam,Miya,Ngamo,Ngizim,Ngwaxi,Njanye,Pero,Piimdi,Seya,Wamdiu,Westmargi,Yingilum
ɪ	ɪ	I	Vowel	69	U+026A	"mɪ̀šɪ,sɪmgì̵s,ƚìyɪrƚù"	Buli,Burma,Plci
ɬ	ɬ	L	Consonant	99	U+026C	"hə̀wyà ɗè mè ni̵ɗè kuɬ,zuɓì ɗè ni̵m nì̵ɗè kuɬ,ɬùwè"	Gava,Geji,Zvana
ɲ	ɲ	N	Consonant	4	U+0272	"mέƚùkùmìñí táríɲà tûfù,mέƚùkùmìñí táríɲà žáŋ,ɲá"	Kilba
ʌ	ʌ	E	Vowel	7	U+028C	"cʌn,gʷučə́fʌɗíʔò,zúvʌn"	Gudu,Lame,Pero
ʒ	ʒ	S	Consonant	13	U+0292	"bik vinʒa,tǎ ʒoù,ʒoutouko"	Mismezime
ʔ	ʔ	H	Consonant	1640	U+0294	"aʔu,decεʔὲ,ʔiwè"	Ankwe,Bacama,Banana,Bananamouseye,Bankala,Boka,Bolewa,Bura,Cibak,Cip,Dera,Dira,Faligili,Falijilbu,Falikiria,Falimucella,Faliwagira,Gaanda,Gabin,Gude,Gudu,Higibaza,Higifutu,Higighye,Higikamale,Higinkafa,Hildi,Hwona,Jaku,Karekare,Kilba,Lame,Lamepeve,Mandara,Margi,Massa,Matakam,Mismezime,Miya,Mwulyen,Ngamo,Ngizim,Ngwaxi,Njanye,Pero,Piimdi,Sura,Tangale,Wamdiu,Westmargi,Yingilum
έ	έ/ɛ	E	Vowel	108	U+03AD	"lέm,tõ̂rέ,tέptsü"	Bura,Gudu,Kilba,Lame,Matakam,Mwulyen,Yingilum
β	β	B	Consonant	9	U+03B2	"téiβə̀,βialtíbóná,βɩ́čə́rū"	Yingilum
ε	ɛ	E	Vowel	849	U+03B5	"landε,wεɓwyâm,àjε"	Bankala,Boka,Bolewa,Bura,Cibak,Dira,Gaanda,Gabin,Gude,Higifutu,Higighye,Higinkafa,Hwona,Lame,Margi,Massa,Matakam,Miya,Ngamo,Ngizim,Njanye,Pero,Piimdi,Wamdiu,Westmargi,Yingilum
θ	θ	D	Consonant	29	U+03B8	"dok θeŋe,θεɗa,θεɗε"	Massa
υ	ʊ	Y	Vowel	274	U+03C5	"kυlbù tυm kika,ɗɩyədàɗik kυdυgà,ˀuɓυlà"	Glvda,Seya
ύ	ύ/ʊ	Y	Vowel	1	U+03CD	"ḿtsύgà"	Glvda
ѵ	ⱱ	W	Consonant	20	U+0475	"kàmhѵrѵ̀m,kѵtkѵ̀t,kѵtɪr"	Burma
ḕ	ḕ/e	E	Vowel	39	U+1E15	"yā ƙōnḕ,yā ɓōyḕ,ƙadangarḕ"	Hausa,Sura
ḯ	ḯ/ɨ	I	Vowel	1	U+1E2F	"ḯŋwì̵u"	Lame
ḿ	ḿ/m	M	Consonant	52	U+1E3F	"ḿbì,ḿcì,ḿtæ̀"	Bacama,Bura,Cibak,Gava,Glvda,Higikamale,Lame,Mandara,Margi,Matakam,Mwulyen,Ngamo,Seya,Wamdiu,Westmargi,Zvana
ṍ	ṍ/õ	U	Vowel	3	U+1E4D	"mbɔ̃̀yṍ,mṍʔũ̀,šàrṍ"	Yingilum
ṑ	ṑ/o	U	Vowel	15	U+1E51	"gṑbe,tṑkā,yā kṑyā"	Hausa
ṛ	ṛ/r	R	Consonant	23	U+1E5B	"tàṛà,wùṛàr̃a,ƚɩƚɩbuṛa"	Hildi,Hwona
ṹ	ṹ/ũ	Y	Vowel	16	U+1E79	"fṹṹwĩ́ὲ,fṹỹὲ,myĩ́ã̀ṹ"	Lame,Yingilum
ẁ	ẁ/w	W	Consonant	7	U+1E81	"cilɩ̀hẁõ,sẁìdɪ,ẁni"	Buli,Geji,Higifutu,Miya,Njanye,Westmargi
ẃ	ẃ/w	W	Consonant	1	U+1E83	"ẃò"	Mwulyen
ẑ	ẑ/z	S	Consonant	1	U+1E91	"yà ẑɩ̀ŋgè"	Dira
ẽ	ẽ	E	Vowel	4	U+1EBD	"biyẽla,mẽæ̀,pèmẽ"	Banana,Kilba,Sura
ỳ	ỳ/j	J	Consonant	8	U+1EF3	"rέỳ bə̀ šə́m kɩ́nàn,ɓỳárà,ỳá"	Daba,Faligili,Gava,Gera,Gudu,Higinkafa,Yingilum
ỹ	ỹ	Y	Vowel	12	U+1EF9	"ǰóiỹὲ,ǰõỹõ,ỹǎ"	Lame,Yingilum
ὲ	ὲ/ɛ	E	Vowel	764	U+1F72	"kyὲgu,ndəkwὲy,ŋ̀kwàxὲ"	Angas,Ankwe,Bacama,Bankala,Boka,Bolewa,Bura,Cibak,Dira,Faligili,Falikiria,Falimucella,Faliwagira,Gaanda,Gabin,Gude,Gudu,Higibaza,Higifutu,Higighye,Higikamale,Higinkafa,Hildi,Hwona,Jaku,Jari,Kilba,Lame,Mandara,Margi,Matakam,Miya,Ngamo,Ngizim,Ngwaxi,Njanye,Pero,Piimdi,Wamdiu,Westmargi,Yingilum
ὺ	ὺ/ʊ	Y	Vowel	194	U+1F7A	"dυk tὺɣàlà,fa fὺgà,ǹðàɣə̀roŋ ðὺgà"	Glvda,Seya
I̵	ɨ	I	Vowel	55	U+0049 U+0335	"kI̵nənci,tɩrtikagI̵n,šomtI̵nǰelaʔa"	Boka,Gabin,Piimdi
M̀	M̀/m	M	Consonant	2	U+004D U+0300	"M̀ki,M̀pa"	Higifutu
^ˀ	ʔ	H	Consonant	142	U+005E U+02C0	"ˀafkà,ˀajìŋgi,ˀavdà"	Buli,Dwot,Gava,Geji,Glvda,Seya
aˀ	a ʔ	A H	Vowel Consonant	12	U+0061 U+02C0	"dùkxwaˀà,naˀwì,ɣùzaˀa"	Burma,Dwot,Geji,Glvda,Seya,Zvana
aː	aː	A	Vowel	5	U+0061 U+02D0	"dɩ́vaː,mbaːtu,yaːrúm"	Gudu,Yingilum
bʷ	b w	P W	Consonant Consonant	5	U+0062 U+02B7	"bʷoyì,bʷoɓò,bʷã̀ĩ́"	Dera,Lame,Tangale
dz	dz	C	Consonant	337	U+0064 U+007A	"dzop,dzùgwùɗu,ƚkwâmti ndzaramti"	Banana,Bura,Burma,Cibak,Dwot,Faligili,Falijilbu,Falikiria,Falimucella,Faliwagira,Gava,Gera,Glvda,Gude,Gudu,Higibaza,Higifutu,Higighye,Higikamale,Higinkafa,Hildi,Hwona,Jaku,Jari,Kilba,Mandara,Margi,Matakam,Miya,Nakatsa,Ngwaxi,Njanye,Plci,Seya,Wamdiu,Zvana
fʷ	fʷ	B	Consonant	4	U+0066 U+02B7	"fʷofurùm,fʷok,fʷòšindì"	Tangale
fˋ	fʼ	B	Consonant	1	U+0066 U+02CB	"ʔùfˋwàrā"	Hwona
gʷ	gʷ	K	Consonant	19	U+0067 U+02B7	"gʷuhʷo ɓo wá fúɗi,gʷukánkì,gʷuɓu wá hínčìʔí"	Dera,Lame
hʷ	hʷ	H	Consonant	6	U+0068 U+02B7	"gʷuhʷo ɓo wá fúɗi,gʷuhʷo ɓo wá vʌ̀l,hʷóɓò"	Lame
iˀ	i ʔ	I H	Vowel Consonant	8	U+0069 U+02C0	"fiˀìm saka,nyɩ̀ciˀ,nyɩ̀ciˀ vwə̀rì"	Dwot,Seya,Zvana
